Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
Queen &  Bathurst,Starbucks,4832-126325,416-364-0014,CO,580-584 Queen St W,580-584 Queen St W,,,Toronto,ON,CA,M5V 2B5,"43.6473083496, -79.4038085938",43.64730835,-79.40380859,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Promenades St-Bruno,Starbucks,4074-140774,450-653-5683,CO,"260 BOUL DES PROMENADES, L018",260 BOUL DES PROMENADES,L018,,SAINT-BRUNO,QC,CA,J3V 5K4,"45.505531311, -73.3786087036",45.50553131,-73.3786087,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
529 West Hunt Club Road,Starbucks,4476-87552,613-727-5885,CO,529 West Hunt Club Road,529 West Hunt Club Road,,,Nepean,ON,CA,K2G 5W5,"45.3346824646, -75.7269210815",45.33468246,-75.72692108,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Creekside - Franz's Trail,Starbucks,75634-78220,(604)-935-5815,LS,227-2063 Lake Placid Rd,227-2063 Lake Placid Rd,,,Whistler,BC,CA,V0N 1B2,"50.0943412781, -122.991622925",50.09434128,-122.9916229,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
3059 Wonderland Rd S,Starbucks,4700-102138,519-649-5467,CO,3059 Wonderland Rd S,3059 Wonderland Rd S,,,London,ON,CA,N6L 1R4,"42.9371528625, -81.2815704346",42.93715286,-81.28157043,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Calgary #285,Starbucks,74907-101612,403-239-9000,LS,99 Crowfoot Crsnt NW,99 Crowfoot Crsnt NW,,,Calgary,AB,CA,T3G 2L5,"51.1260108948, -114.201217651",51.12601089,-114.2012177,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
52St & McIvor Blvd SE,Starbucks,4853-107841,(403)257-3882,CO,"15566 McIvor Boulevard, 500, Copperfield Corner",15566 McIvor Boulevard,500,Copperfield Corner,Calgary,AB,CA,T2Z 4Y2,"50.9132423401, -113.950363159",50.91324234,-113.9503632,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Greencrest Plaza,Starbucks,4827-106769,(204)275-2293,CO,"2750 Pembina Highway, Greencrest Plaza",2750 Pembina Highway,,Greencrest Plaza,Winnipeg,MB,CA,R3T 2H8,"49.7926025391, -97.1566467285",49.79260254,-97.15664673,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Safeway - Calgary #296,Starbucks,74985-102401,,LS,200 Stewart Green Southwest,200 Stewart Green Southwest,,,Calgary,AB,CA,T3H 3C8,"51.0148468018, -114.167373657",51.0148468,-114.1673737,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Halifax Professional Centre-Level 1,Starbucks,4087-140776,902-420-0750,CO,5991 Spring Garden Road,5991 Spring Garden Road,,,Halifax,NS,CA,B3H 1Y6,"44.6406135559, -63.5865402222",44.64061356,-63.58654022,Atlantic Standard Time,-240,GMT-04:00 America/Halifax,2013-12-08 17:41:59-05:00
Sherbrooke & Claremont,Starbucks,4065-140744,514-904-0178,CO,4943 Sherbrooke St. W.,4943 Sherbrooke St. W.,,,Montreal,QC,CA,H2Z 1H2,"45.4775314331, -73.6054077148",45.47753143,-73.60540771,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Sunridge Chapters,Starbucks,4385-2785,403-219-3501,CO,"2555 32nd Street NE, Unit #500, Sunridge Power Centre",2555 32nd Street NE,Unit #500,Sunridge Power Centre,Calgary,AB,CA,T1Y 7J6,"51.0752639771, -113.991149902",51.07526398,-113.9911499,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
YYC Calgary Central Hall FB,Starbucks,75596-80782,,LS,2000 Airport Rd,2000 Airport Rd,,,Calgary,AB,CA,T2E 6Z8,"51.1307373047, -114.009780884",51.1307373,-114.0097809,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Davie & Thurlow,Starbucks,174-106,(604) 687-4070,CO,1097 Davie Street,1097 Davie Street,,,Vancouver,BC,CA,V6E 1M3,"49.2803535461, -123.130859375",49.28035355,-123.1308594,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
104th Ave.&112th St.,Starbucks,4311-825,780-424-2455,CO,"10387 112th Street, CRU #1",10387 112th Street,CRU #1,,Edmonton,AB,CA,T5K 1M9,"53.5459098816, -113.513595581",53.54590988,-113.5135956,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Thunder Bay #681,Starbucks,74992-102425,,LS,115 West Arthur Street,115 West Arthur Street,,,Thunder Bay,ON,CA,P7E 5P7,"48.3817481995, -89.2794189453",48.3817482,-89.27941895,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Sarcee Plaza 37St & 45Ave SW,Starbucks,4781-104565,(403) 6859551,CO,"3707 45th Avenue SW, Sarcee Plaza",3707 45th Avenue SW,,Sarcee Plaza,Calgary,AB,CA,T3E 3C9,"51.0142593384, -114.140800476",51.01425934,-114.1408005,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
170th St & 100th Ave,Starbucks,4712-102814,780 444-6519,CO,"17004-100th Avenue W, Westgate Shopping Centre",17004-100th Avenue W,,Westgate Shopping Centre,Edmonton,AB,CA,T5S 2E7,"53.5395889282, -113.615486145",53.53958893,-113.6154861,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Steveston - No. 1 & Bayview,Starbucks,4687-100789,604-204-0288,CO,"4010 Bayview Street, 105, Imperial Landing",4010 Bayview Street,105,Imperial Landing,Richmond,BC,CA,V7E 6T5,"49.1240196228, -123.180854797",49.12401962,-123.1808548,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Hwy 97 at Leathead-Kelowna,Starbucks,4640-99641,250-860-7632,CO,2709 Highway 97 N,2709 Highway 97 N,,,Kelowna,BC,CA,V1X 4J8,"49.8957443237, -119.413246155",49.89574432,-119.4132462,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
South Edmonton Commons,Starbucks,4820-30260,780-490-6599,CO,"1751 102 Street NW, South Edmonton Common",1751 102 Street NW,,South Edmonton Common,Edmonton,AB,CA,T6N 0B1,"53.4451599121, -113.491027832",53.44515991,-113.4910278,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Dundas & Elizabeth,Starbucks,4766-105713,416-979-7052,CO,150 Dundas Street,150 Dundas Street,,,Toronto,ON,CA,M5G 1C6,"43.6554908752, -79.385559082",43.65549088,-79.38555908,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Metrotown Food Court,Starbucks,4610-45179,604-430-4166,CO,"4800 Kingsway, Unit 325, Metrotown Centre",4800 Kingsway,Unit 325,Metrotown Centre,Burnaby,BC,CA,V5H 4J2,"49.225692749, -122.996498108",49.22569275,-122.9964981,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
320 Colborne St W,Starbucks,4800-104920,519-753-3257,CO,"320 Colburne Street West, Unit 15",320 Colburne Street West,Unit 15,,Brantford,ON,CA,N3T 1M2,"43.1303825378, -80.285949707",43.13038254,-80.28594971,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
South Pointe Chapters,Starbucks,4289-776,780-463-4300,CO,3227 Calgary Trail Southbound,3227 Calgary Trail Southbound,,,Edmonton,AB,CA,T6W 1A1,"53.4642181396, -113.493095398",53.46421814,-113.4930954,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Chapters - Oshawa Centre,Starbucks,72218-28816,905-438-9838,LS,"419 King Street West #1135, Oshawa Centre",419 King Street West #1135,,Oshawa Centre,Oshawa,ON,CA,L1J 2K5,"43.8940353394, -78.8790435791",43.89403534,-78.87904358,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Meadowvale,Starbucks,4269-1257,(604) 460-2053,CO,19184 Lougheed Hwy,19184 Lougheed Hwy,,,Pitt Meadows,BC,CA,V3Y 2H6,"49.2297401428, -122.6900177",49.22974014,-122.6900177,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Fort St John #820,Starbucks,74828-99754,250-261-5477,LS,9123 100th St,9123 100th St,,,Fort St John,BC,CA,V1J 3X3,"56.2380943298, -120.847267151",56.23809433,-120.8472672,US Mountain Standard Time,-420,GMT+000000 America/Dawson_Cree,2013-12-08 17:41:59-05:00
Dewdney Trunk & 240th,Starbucks,4727-103669,604-463-4859,CO,23981 Dewdney Trunk Road,23981 Dewdney Trunk Road,,,Maple Ridge,BC,CA,V4R 1W1,"49.2205276489, -122.557312012",49.22052765,-122.557312,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
2210 Bank Street,Starbucks,4277-915,6137333227,CO,"2210 Bank Street, South Keys Shopping Center",2210 Bank Street,,South Keys Shopping Center,Ottawa,ON,CA,K1V 1G6,"45.3567314148, -75.6558303833",45.35673141,-75.65583038,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Ironwood Plaza,Starbucks,4429-65420,604/241-5900,CO,"11660-11688 Steveston Hwy, CRU #9, Ironwood Plaza",11660-11688 Steveston Hwy,CRU #9,Ironwood Plaza,Richmond,BC,CA,V7A 1N6,"49.1324996948, -123.092636108",49.13249969,-123.0926361,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Blundell,Starbucks,178-78,(604) 241-7842,CO,8100 No. 2 Road,8100 No. 2 Road,,,Richmond,BC,CA,V7C 3M2,"49.1547927856, -123.158172607",49.15479279,-123.1581726,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Metrotown Chapters,Starbucks,4212-1703,604-431-9996,CO,4700 Kingsway,4700 Kingsway,,,Burnaby,BC,CA,V5H 4M1,"49.227306366, -122.999435425",49.22730637,-122.9994354,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
"YHZ Halifax Main Term, 2nd level",Starbucks,75569-49259,,LS,"1 Bell Boulevard, 2010",1 Bell Boulevard,2010,,Halifax,NS,CA,B2T 1K2,"44.8875923157, -63.514629364",44.88759232,-63.51462936,Atlantic Standard Time,-240,GMT-04:00 America/Halifax,2013-12-08 17:41:59-05:00
Village Landing,Starbucks,4519-81741,780-458-2228,CO,"140 St. Albert Rd, 600, Village Landing",140 St. Albert Rd,600,Village Landing,St. Albert,AB,CA,T8N 7C8,"53.6218795776, -113.611228943",53.62187958,-113.6112289,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
West Central & 15th Avenue - PG,Starbucks,4590-97211,250-561-2532,CO,"1477 West Central, City Gate Centre",1477 West Central,,City Gate Centre,Prince George,BC,CA,V2M 5S5,"53.9109230042, -122.782936096",53.910923,-122.7829361,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Marriott Halifax Harbourfront,Starbucks,75986-107397,,LS,1919 Upper Water Street,1919 Upper Water Street,,,Halifax,NS,CA,B3J 3J5,"44.6508026123, -63.5738182068",44.65080261,-63.57381821,Atlantic Standard Time,-240,GMT-04:00 America/Halifax,2013-12-08 17:41:59-05:00
Huntington Hills,Starbucks,4908-116204,403-295-0583,CO,"7020 4th Street NW, 105",7020 4th Street NW,105,,Calgary,AB,CA,T2K 1C4,"51.1164283752, -114.068901062",51.11642838,-114.0689011,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Les Galeries Chagnon,Starbucks,4112-142169,418-837-7839,CO,1200 Alphonse-Desjardins Boulevard,1200 Alphonse-Desjardins Boulevard,,,Levis,QC,CA,G6V 6Y8,"46.7964935303, -71.1701660156",46.79649353,-71.17016602,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Complexe Pointe Claire,Starbucks,72120-3368,514-428-5500,LS,"6321 Autoroute Transcanadienne, Unit 796",6321 Autoroute Transcanadienne,Unit 796,,Point Claire,QC,CA,H9S 5S5,"45.4663963318, -73.8219833374",45.46639633,-73.82198334,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Pacific Blvd & Davie/Concord,Starbucks,4359-1858,604-609-7717,CO,125 Davie Street,125 Davie Street,,,Vancouver,BC,CA,V6Z 2Y1,"49.2733726501, -123.120025635",49.27337265,-123.1200256,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Broadway & Heather,Starbucks,193-131,(604) 708-0030,CO,682 West Broadway,682 West Broadway,,,Vancouver,BC,CA,V5Z 1G1,"49.2631263733, -123.119468689",49.26312637,-123.1194687,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Capilano Mall,Starbucks,4440-75600,604/986-6206,CO,"935 Marine Drive, Unit 53, Capilano Mall",935 Marine Drive,Unit 53,Capilano Mall,North Vancouver,BC,CA,V7P 1S3,"49.3215675354, -123.098999023",49.32156754,-123.098999,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway-Chilliwack #193,Starbucks,74844-96803,604-858-8115,LS,45610 Luckakuck Way,45610 Luckakuck Way,,,Chilliwack,BC,CA,V2R 1A2,"49.1396255493, -121.963180542",49.13962555,-121.9631805,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
"8010 Bathurst St, Bldg C, Unit 6",Starbucks,4743-103298,905-731-3131,CO,"8010 Bathurst Street, Building C, Unit 6, Building C","8010 Bathurst Street, Building C, Unit 6",Building C,,Vaughan,ON,CA,L4J 0B8,"43.8168182373, -79.4521331787",43.81681824,-79.45213318,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Jasper Ave & 119 St,Starbucks,4671-100371,780-447-7363,CO,"11903 Jasper Avenue, CRU #1, Illuminada",11903 Jasper Avenue,CRU #1,Illuminada,Edmonton,AB,CA,T5K 0N8,"53.5407981873, -113.527023315",53.54079819,-113.5270233,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
850 Powell Street,Starbucks,4502-87721,604-215-0711,CO,850 Powell Street,850 Powell Street,,,Vancouver,BC,CA,V6A 1H8,"49.2827529907, -123.085693359",49.28275299,-123.0856934,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Millstream & McCallum,Starbucks,4422-64599,250/478-1749,CO,"719 McCallum Road, 101, Millstream & McCallum",719 McCallum Road,101,Millstream & McCallum,Langford,BC,CA,V9B 6A2,"48.4597244263, -123.497817993",48.45972443,-123.497818,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1095 Howe,Starbucks,4202-36,(604) 685-7083,CO,1095 Howe Street,1095 Howe Street,,,Vancouver,BC,CA,V6Z 1P6,"49.2790603638, -123.12562561",49.27906036,-123.1256256,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
West Oaks Mall,Starbucks,4236-552,(604) 854-5439,CO,"32700 S. Fraser Way, West Oaks Mall #29",32700 S. Fraser Way,,West Oaks Mall #29,Abbotsford,BC,CA,V2T 4W2,"49.0502738953, -122.318939209",49.0502739,-122.3189392,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
10 Disera Dr,Starbucks,4835-107119,(905)764-9723,CO,"10 Disera Drive, Unit G7",10 Disera Drive,Unit G7,,Vaughan,ON,CA,L4J 0A7,"43.8104057312, -79.4541931152",43.81040573,-79.45419312,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Ellerslie & Parsons,Starbucks,4943-120324,780 490 6082,CO,9504 Ellerslie Rd,9504 Ellerslie Rd,,,Edmonton,AB,CA,T6X 1A7,"53.4254302979, -113.475479126",53.4254303,-113.4754791,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Harvey & Gordon-Kelowna,Starbucks,4852-100915,250-862-3484,CO,101-1110 Harvey Ave,101-1110 Harvey Ave,,,Kelowna,BC,CA,V1Y 6E7,"49.8839073181, -119.476127625",49.88390732,-119.4761276,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Squamish,Starbucks,4243-41,(604) 815-4334,CO,"1200 Hunter Place, Suite 510, Squamish Station",1200 Hunter Place,Suite 510,Squamish Station,Squamish,BC,CA,V8B 0G8,"49.7035102844, -123.146095276",49.70351028,-123.1460953,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Broadway & Granville/Chptrs,Starbucks,4327-1304,(604) 731-5743,CO,2505 Granville Street,2505 Granville Street,,,Vancouver,BC,CA,V6H 3G7,"49.2631340027, -123.138839722",49.263134,-123.1388397,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
6 Charles Street (aka 675 Yonge),Starbucks,4263-964,(416) 922-1331,CO,675 Yonge,675 Yonge,,,Toronto,ON,CA,M4Y 2B2,"43.6687927246, -79.3860626221",43.66879272,-79.38606262,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Front & Frederick,Starbucks,4859-115935,416-361-5037,CO,"132 Front Street East, Unit # 1E","132 Front Street East, Unit # 1E",,,TORONTO,ON,CA,M5A 1E2,"43.6500320435, -79.3694610596",43.65003204,-79.36946106,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
1783 Stone Church Rd,Starbucks,4980-138085,905-578-1411,CO,"1783 Stone Church Road, Heritage Green",1783 Stone Church Road,,Heritage Green,Stoney Creek,ON,CA,L8J 0B4,"43.1955451965, -79.8106231689",43.1955452,-79.81062317,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
285 Geneva St,Starbucks,4319-1832,(905) 935-0330,CO,"285 Geneva Street, Unit G3",285 Geneva Street,Unit G3,,St. Catharines,ON,CA,L2N 2G1,"43.1762809753, -79.2437667847",43.17628098,-79.24376678,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
201 Main Street,Starbucks,4265-1032,(905) 944-0703,CO,201 Main Street,201 Main Street,,,Unionville,ON,CA,L3R 2G8,"43.8684310913, -79.3120574951",43.86843109,-79.3120575,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Thunderbird - 200th & 88th,Starbucks,4713-100741,604-455-0393,CO,"20159 88th Avenue, Thunderbird Centre - Phase 2",20159 88th Avenue,,Thunderbird Centre - Phase 2,Langley,BC,CA,V1M 0A4,"49.164478302, -122.664825439",49.1644783,-122.6648254,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
University &Wellington,Starbucks,4869-117170,416-360-0407,CO,55 University Ave> Unit # 3,55 University Ave> Unit # 3,,,Toronto,ON,CA,M5J 2H7,"43.6468315125, -79.3841705322",43.64683151,-79.38417053,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Robson - Robson & Thurlow,Starbucks,160-112,(604) 685-1099,CO,1099 Robson Street,1099 Robson Street,,,Vancouver,BC,CA,V6E 1B2,"49.2846260071, -123.124549866",49.28462601,-123.1245499,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Danforth & Langford,Starbucks,4598-97256,416-461-3771,CO,842 Danforth Avenue,842 Danforth Avenue,,,Toronto,ON,CA,M4J 1L7,"43.6799240112, -79.3405151367",43.67992401,-79.34051514,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
301 Ouelette Ave,Starbucks,4547-95346,519-253-8585,CO,301 Ouellette Avenue,301 Ouellette Avenue,,,Windsor,ON,CA,N9A 4J4,"42.3174324036, -83.0391540527",42.3174324,-83.03915405,Eastern Standard Time,-300,GMT-05:00 America/New_York,2013-12-08 17:41:59-05:00
Kingsway & Hall - Highgate Village,Starbucks,4539-94946,604-527-0464,CO,"7155 Kingsway, Suite 125, Highgate Village",7155 Kingsway,Suite 125,Highgate Village,Burnaby,BC,CA,V5E 2V1,"49.2186470032, -122.956375122",49.218647,-122.9563751,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
250 Queen St. W.,Starbucks,4232-772,(416) 595-5868,CO,250 Queen Street West,250 Queen Street West,,,Toronto,ON,CA,M5V 1Z7,"43.6500053406, -79.3909912109",43.65000534,-79.39099121,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Avenue & Roe,Starbucks,4606-97784,416-787-9353,CO,1887 Avenue Road,1887 Avenue Road,,,Toronto,ON,CA,M5M 3Z9,"43.7326431274, -79.4192199707",43.73264313,-79.41921997,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Devon Tower,Starbucks,4848-107725,403 532 9375,CO,"400 - 3rd Avenue SW, 220, Canterra Tower",400 - 3rd Avenue SW,220,Canterra Tower,Calgary,AB,CA,T2P 4H2,"51.0508270264, -114.070953369",51.05082703,-114.0709534,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Lonsdale Ave & 3rd St,Starbucks,4707-101288,604-904-8681,CO,273 Lonsdale Ave,273 Lonsdale Ave,,,North Vancouver,BC,CA,V7M 2E9,"49.3134384155, -123.077331543",49.31343842,-123.0773315,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Lonsdale Quay,Starbucks,4563-96073,604-924-0301,CO,"145 Chadwick Court, #151, Lonsdale Quay",145 Chadwick Court,#151,Lonsdale Quay,North Vancouver,BC,CA,V7M 3K1,"49.3108024597, -123.083854675",49.31080246,-123.0838547,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
65 First St,Starbucks,4488-92620,705-444-1010,CO,"65 First Street, Suite 1",65 First Street,Suite 1,,Collingwood,ON,CA,L9Y 1A2,"44.5029640198, -80.2193832397",44.50296402,-80.21938324,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Grand Prairie #810,Starbucks,74747-97963,780-532-7517,LS,9925 114th Avenue,9925 114th Avenue,,,Grand Prairie,AB,CA,T8V 4A9,"55.1835441589, -118.792449951",55.18354416,-118.79245,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
50  O'Connor Street,Starbucks,4268-943,(613) 233-8368,CO,"50  O'Connor Street, Sun Life Centre",50  O'Connor Street,,Sun Life Centre,Ottawa,ON,CA,K1P 5G5,"45.4206924438, -75.6991271973",45.42069244,-75.6991272,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Sources & De Salaberry,Starbucks,4064-140743,514-684-1332,CO,3544 Boul des Sources,3544 Boul des Sources,,,Montreal,QC,CA,H9B 1Z9,"45.4864425659, -73.7998657227",45.48644257,-73.79986572,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
690 Eagleson Road,Starbucks,4922-107288,613-595-1569,CO,690 Eagleson Road,690 Eagleson Road,,,Ottawa,ON,CA,K2M 2G9,"45.2867546082, -75.8677215576",45.28675461,-75.86772156,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
